"WYT","Month","EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA"
"AN","2",0.860051175949899,0.859909101468579,0.859252844047142,0.859243109630427,0.859243698100651,0.85924606900241,0.859247156157183
"AN","3",0.859557485655049,0.85929937487926,0.8587702390168,0.858665607825286,0.858114620400453,0.858247407475007,0.858270794208361
"AN","4",0.855189536142622,0.850683281722834,0.849965606013542,0.849924538389841,0.849811552912566,0.849862287268323,0.85057910806886
"AN","5",0.84784816429293,0.842266097844765,0.841817366531157,0.84171629220718,0.841669703830343,0.841460566887006,0.842895149169955
"W","9",0.841517656868927,0.840647336663928,0.847698591001777,0.847662239389927,0.847656893199905,0.847700243154937,0.847722630924226
"W","10",0.840049532364372,0.843748032918766,0.845928782646519,0.845762755593629,0.845761536019126,0.845688606992022,0.845679307967711
"W","11",0.844759128515145,0.847884685457998,0.848010763908579,0.847822848285287,0.847859418993265,0.847587436761618,0.847448535718614
"W","12",0.855091271719961,0.855309295519002,0.85355166098396,0.853599227870273,0.853605212094718,0.853584759780122,0.853618695475388
"W","1",0.857638643583782,0.85734164924492,0.856130277032503,0.856089616617736,0.856093767014504,0.856094090188718,0.856087805873978
"W","2",0.859645371934102,0.859463736444249,0.858766408609212,0.858762960227052,0.858762915616756,0.858762152693733,0.858761698195852
"W","3",0.858799792114275,0.858051111798414,0.857606691416188,0.857607961947955,0.857607955233846,0.857608058044372,0.857605349605583
"W","4",0.855406095934455,0.851622690419698,0.851729618547261,0.851799047694181,0.851798754976176,0.851804276204662,0.851760483374659
"W","5",0.847995197101495,0.845965131653376,0.845530866332866,0.845651476445618,0.845651120273785,0.845579645048676,0.845522231591258
